pitch_type,batter,pitcher,zone,stand,p_throws,type,estimated_woba_using_speedangle
FC,642715,548384,11,R,L,X,0.095
ST,661388,701643,14,R,R,X,0.038
SI,502054,669060,4,R,R,X,0.439
SI,624413,669060,4,R,R,X,0.15
ST,686894,701643,9,R,R,X,0.153
ST,605119,701643,5,R,R,X,0.656
SI,680911,701643,6,R,R,X,0.45
FF,596019,669060,9,L,R,X,0.058
FC,516782,669060,7,R,R,X,0.005
SI,607043,669060,8,L,R,X,0.699
FC,642715,673540,13,R,R,X,0.178
FC,592192,489119,1,R,L,X,0.425
FF,624413,489119,7,R,L,X,0.46
FF,661388,673540,1,R,R,X,0.232
FF,592885,673540,6,L,R,X,0.92
CH,516782,489119,13,R,L,X,0.596
FC,642133,673540,8,L,R,X,0.013
FF,661388,673540,4,R,R,X,0.825
FF,592192,489119,8,R,L,X,0.383
FC,683146,489119,5,L,L,X,0.91
FC,682626,489119,4,R,L,X,0.532
FF,502054,489119,1,R,L,X,1.45
FF,624413,489119,4,R,L,X,0.209
FC,592885,673540,8,L,R,X,0.051
FF,596019,489119,1,R,L,X,0.217
FC,607043,489119,7,L,L,X,0.407
FF,680911,673540,13,R,R,X,0.008
FF,592885,673540,8,L,R,X,0.634
FF,606992,666720,5,R,R,X,0.011
SL,668670,666720,3,R,R,X,0.85
CH,681481,641540,2,L,R,X,0.939
SI,628451,641540,8,R,R,X,0.076
FC,656716,641540,6,L,R,X,0.215
CH,665750,570731,5,L,R,X,0.268
CH,641598,570731,9,R,R,X,0.922
CH,670097,641540,2,R,R,X,0.075
CH,673962,570731,8,R,R,X,1.368
FF,666969,682051,12,R,R,X,0.642
FF,543760,682051,8,R,R,X,0.258
FF,665750,682051,8,L,R,X,0.747
SI,641598,682051,9,R,R,X,0.055
SI,606992,641540,8,R,R,X,1.095
CH,681481,641540,13,L,R,X,0.249
SL,666969,682051,9,R,R,X,1.309
SI,628451,641540,11,R,R,X,0.062
FC,656716,641540,7,L,R,X,0.525
SL,543760,682051,14,R,R,X,0.054
CH,665750,666214,2,R,L,X,0.004
FF,641598,666214,2,R,L,X,0.014
SI,606992,641540,5,R,R,X,0.061
FF,641680,666214,7,R,L,X,0.171
CH,666969,666214,9,R,L,X,0.745
FC,663993,666214,5,L,L,X,0.956
SI,628451,641540,4,R,R,X,0.107
FF,543760,666214,7,R,L,X,0.008
CH,665750,666214,13,R,L,X,0.216
CH,641598,666214,14,R,L,X,0.118
FC,677649,666214,7,R,L,X,1.483
FC,673962,666214,8,R,L,X,1.472
SL,670097,641540,14,R,R,X,0.122
FF,663993,666214,5,L,L,X,0.347
SI,408234,641540,7,R,R,X,0.06
SI,606992,641540,5,R,R,X,0.003
FC,543760,666214,6,R,L,X,0.292
FF,665750,666214,6,R,L,X,0.864
CU,677649,666214,13,R,L,X,0.91
CH,641680,666214,8,R,L,X,0.494
CH,673962,666214,12,R,L,X,0.546
CH,666969,666214,6,R,L,X,0.213
FF,663993,666214,12,L,L,X,0.16
FC,608369,666214,5,L,L,X,0.269
FF,543760,666214,4,R,L,X,1.092
SL,628451,641540,5,R,R,X,0.92
CH,656716,641540,7,L,R,X,0.356
CU,665923,593334,6,R,R,X,0.307
CU,669127,593334,6,R,R,X,0.01
FF,649557,593334,12,R,R,X,0.084
FF,543309,669674,2,R,L,X,0.362
CU,643396,669674,3,R,L,X,0.078
SL,664056,669674,14,R,L,X,0.095
FF,665828,669674,1,R,L,X,0.763
CH,664913,593334,13,L,R,X,0.246
SI,518934,643493,11,R,R,X,0.061
SL,683011,643493,3,R,R,X,0.075
SI,543309,643493,14,R,R,X,0.03
CU,667670,593334,8,R,R,X,0.222
CU,643393,593334,7,L,R,X,0.055
SL,643396,643493,8,R,R,X,0.16
SL,664056,643493,14,R,R,X,0.779
CU,649557,593334,5,R,R,X,0.081
FF,519203,660261,6,L,R,X,0.003
FF,650402,660261,11,R,R,X,0.157
ST,518934,660261,5,R,R,X,0.56
FF,683011,660261,4,R,R,X,0.114
CU,664913,593334,8,L,R,X,0.483
FF,543309,660261,5,R,R,X,0.003
FF,643396,660261,4,R,R,X,0.198
FF,519317,660261,13,R,R,X,0.555
ST,519203,676664,7,L,L,X,0.161
CH,518934,676664,13,R,L,X,0.46
FF,683011,676664,5,R,L,X,0.311
ST,543309,676664,8,R,L,X,0.542
FF,643393,593334,12,L,R,X,0.13
FF,664056,676664,1,R,L,X,0.786
FF,519317,676664,8,R,L,X,1.957
FF,650402,676664,4,R,L,X,0.029
CU,665923,593334,4,R,R,X,0.543
CU,669127,593334,4,R,R,X,0.027
CU,649557,593334,14,R,R,X,0.121
FF,518934,676664,1,R,L,X,0.003
FF,683011,676664,3,R,L,X,0.382
FF,543309,676664,6,R,L,X,0.81
FF,664913,593334,3,L,R,X,0.003
FF,664056,676664,3,R,L,X,0.021
FF,643393,593334,5,L,R,X,0.04
ST,519203,676664,13,L,L,X,0.654
FF,518934,676664,5,R,L,X,0.775
SI,518792,664875,8,L,R,X,0.193
FF,595777,641360,8,L,R,X,0.461
SI,518692,664875,7,L,R,X,0.604
FF,444482,453268,6,L,R,X,0.913
SI,518792,453268,6,L,R,X,0.517
FF,545341,687798,1,R,R,X,0.054
CU,502110,572955,4,R,R,X,0.818
SL,669257,572955,6,R,R,X,0.047
FF,543068,687798,9,R,R,X,0.201
FF,553869,687798,2,R,R,X,0.692
CH,678662,687798,13,R,R,X,0.684
SI,545341,624647,2,R,L,X,0.618
SI,518692,656234,5,L,R,X,0.612
SI,444482,656234,8,L,R,X,0.467
SI,681546,656234,6,L,R,X,0.206
SI,543068,675627,4,R,R,X,0.018
SI,553869,675627,5,R,R,X,0.003
FC,641857,675627,6,L,R,X,0.596
FF,500743,607536,1,R,L,X,0.073
SI,678246,607536,8,R,L,X,0.003
SI,502110,607536,9,R,L,X,0.726
FC,669257,607536,13,R,L,X,0.162
SL,678662,675627,9,R,R,X,0.143
SI,686668,675627,6,R,R,X,0.532
KC,605141,607536,7,R,L,X,0.608
KC,681546,607536,7,L,L,X,0.014
FC,500743,607536,11,R,L,X,0.88
KC,605612,675627,13,L,R,X,0.171
SL,545341,675627,14,R,R,X,0.835
SI,543068,675627,1,R,R,X,0.849
FF,641857,675627,8,L,R,X,0.495
SI,678662,675627,4,R,R,X,0.573
FC,595777,675627,3,L,R,X,0.0
FF,605141,607536,2,R,L,X,0.721
KC,605612,675627,8,L,R,X,0.424
SL,545341,675627,9,R,R,X,0.105
KC,666134,675627,13,L,R,X,0.46
FF,543068,675627,6,R,R,X,0.958
SI,553869,675627,11,R,R,X,0.173
FC,641857,675627,6,L,R,X,0.026
SL,678662,675627,6,R,R,X,0.0
SI,678246,607536,7,R,L,X,0.461
SL,671221,682120,5,R,L,X,0.768
FA,672356,622110,2,R,R,X,0.013
FA,680757,622110,7,L,R,X,0.546
FF,672580,682120,13,R,L,X,
SL,664702,621016,13,R,R,X,0.053
SI,686823,621016,4,L,R,X,0.168
FF,622110,669212,11,R,R,X,0.075
CH,666023,669212,4,R,R,X,0.391
CH,677951,669212,12,R,R,X,0.01
FF,671221,669212,2,L,R,X,0.81
FF,608070,621295,2,L,R,X,0.685
FF,642708,621295,6,R,R,X,0.198
SL,669004,656529,7,L,L,X,0.44
FF,672580,656529,7,R,L,X,0.359
SI,664702,663704,1,R,R,X,0.071
CU,686823,663704,9,L,R,X,0.068
SI,665926,663704,6,L,R,X,0.461
SI,605137,663704,5,L,R,X,0.232
SI,647304,663704,9,L,R,X,0.647
SI,642708,663704,3,R,R,X,0.929
CU,680757,663704,4,L,R,X,0.159
SI,664702,663704,9,R,R,X,0.188
SI,622110,680704,13,R,R,X,0.168
SI,677951,680704,4,R,R,X,0.007
FF,665926,621139,3,L,R,X,0.003
FS,605137,621139,1,L,R,X,2.0
FS,647304,621139,11,L,R,X,0.108
FC,671221,671106,1,R,L,X,0.794
FF,658668,671106,4,R,L,X,0.012
ST,669004,671106,7,L,L,X,0.022
FF,680757,680735,2,L,L,X,0.013
FF,686823,680735,11,L,L,X,0.037
FF,672580,671106,8,R,L,X,0.581
FF,677951,671106,3,R,L,X,0.926
FF,605137,680735,4,R,L,X,0.598
FF,647304,680735,2,L,L,X,0.648
FC,608070,680735,7,R,L,X,0.877
CH,658668,671106,9,R,L,X,0.061
CH,669004,671106,2,L,L,X,0.613
FF,664702,680735,11,R,L,X,0.078
FC,665926,680735,13,L,L,X,0.052
FF,605137,680735,2,R,L,X,0.451
FC,647304,680735,5,L,L,X,1.36
FF,622110,671106,5,R,L,X,0.258
FF,521692,671106,5,R,L,X,0.302
CH,642708,680735,9,R,L,X,0.56
FF,680757,680735,2,L,L,X,0.065
SI,666160,608665,7,L,R,X,0.587
CH,660271,608665,7,L,R,X,0.153
FF,621493,608665,5,R,R,X,0.003
CH,500871,608665,5,L,R,X,0.846
SL,592669,608665,6,R,R,X,0.005
SL,673357,656353,6,R,L,X,1.052
FF,641313,656353,8,R,L,X,0.159
FF,643217,656353,9,L,L,X,0.1
SL,669394,656353,4,R,L,X,0.186
CH,592273,641871,6,R,R,X,0.594
FF,660271,641871,11,L,R,X,0.532
SL,650391,656353,8,R,L,X,0.01
FF,673357,656353,12,R,L,X,0.221
FF,592669,608337,1,R,R,X,1.368
FF,642136,608337,5,L,R,X,0.018
SL,592273,608337,2,R,R,X,0.91
CH,641313,571901,14,R,L,X,0.084
SI,643217,571901,5,L,L,X,0.11
SL,545361,608337,8,R,R,X,0.238
SL,669394,696147,5,R,R,X,0.618
SL,657757,696147,4,L,R,X,0.078
SI,683734,696147,6,R,R,X,0.251
SL,673357,696147,6,R,R,X,0.566
FF,621493,608337,2,R,R,X,0.013
CH,500871,608337,7,L,R,X,0.11
SL,592669,608337,2,R,R,X,0.549
CH,641313,681806,5,R,R,X,0.76
FF,643217,681806,14,L,R,X,0.151
SL,592273,608337,6,R,R,X,0.077
FC,669394,681806,6,R,R,X,0.065
CH,657757,681806,5,L,R,X,0.014
FF,683734,681806,4,R,R,X,0.869
ST,673357,681806,14,R,R,X,0.338
FF,643217,681806,12,L,R,X,0.818
SL,545361,608337,9,R,R,X,0.136
FF,621493,608337,13,R,R,X,0.158
SL,669394,642545,3,R,R,X,0.042
CH,657757,642545,13,L,R,X,0.271
FF,683734,642545,4,R,R,X,0.889
SI,650391,642545,11,R,R,X,1.536
FF,592669,608337,6,R,R,X,0.003
FF,673357,642545,5,R,R,X,0.037
SI,641313,642545,11,R,R,X,0.008
CH,642136,608337,5,L,R,X,0.049
SL,592273,608337,2,R,R,X,0.411
FF,545361,608337,4,R,R,X,1.536
CH,660271,608337,4,L,R,X,0.726
SL,669394,642545,9,R,R,X,0.302
SL,657757,642545,1,L,R,X,0.916
FF,683734,642545,5,R,R,X,0.025
SL,650391,642545,12,R,R,X,0.929
SL,673357,642545,6,R,R,X,2.0
SL,641313,642545,6,R,R,X,0.197
FF,677950,664126,2,L,R,X,0.503
FF,656896,664126,7,R,R,X,0.404
FF,642350,543518,7,R,R,X,0.399
FF,666139,543518,8,L,R,X,1.14
FF,670623,543518,6,R,R,X,0.692
FS,670042,543518,7,L,R,X,0.28
FS,677551,543518,13,L,R,X,0.068
FF,650490,543518,9,R,R,X,0.396
FF,666971,621363,1,R,L,X,0.22
FF,572233,621363,8,R,L,X,0.435
FF,682998,621363,1,L,L,X,0.298
FF,606466,621363,2,R,L,X,0.245
SI,642350,612434,5,R,R,X,0.164
CU,664983,621107,7,L,R,X,0.653
SI,677950,621107,7,L,R,X,0.207
FC,666139,605200,12,L,R,X,0.339
SI,670623,605200,4,R,R,X,0.01
FF,668227,605200,14,R,R,X,0.294
SI,656896,621107,4,R,R,X,0.127
SI,666971,621107,5,R,R,X,0.97
SI,572233,621107,11,R,R,X,0.064
SI,670042,605200,8,L,R,X,0.648
SI,677551,605200,5,L,R,X,0.558
FF,650490,605200,1,R,R,X,0.907
CU,606466,621107,6,L,R,X,0.003
CU,677950,621107,4,L,R,X,0.293
SI,542194,605200,7,R,R,X,0.231
SI,656896,621107,4,R,R,X,0.297
FC,666971,621107,4,R,R,X,0.216
FC,572233,621107,5,R,R,X,0.786
CH,666139,605200,7,L,R,X,0.253
FC,606466,621107,5,L,R,X,0.378
CU,664983,621107,5,L,R,X,0.705
FC,677950,621107,3,L,R,X,0.814
CU,677551,605200,8,L,R,X,0.356
CH,650490,605200,8,R,R,X,0.156
FC,572233,621107,9,R,R,X,0.046
SI,542194,605200,8,R,R,X,0.061
CU,642350,605200,8,R,R,X,0.293
FF,666139,605200,3,L,R,X,0.003
SI,682998,621107,7,L,R,X,0.243
CU,606466,621107,5,L,R,X,0.031
FC,664983,621107,3,L,R,X,0.049
CH,670623,605200,7,R,R,X,0.163
FC,670042,605200,6,L,R,X,0.016
FC,677551,605200,3,L,R,X,0.005
CH,650490,605200,8,R,R,X,0.498
SI,657136,605151,7,R,R,X,0.239
SI,571771,605151,4,R,R,X,0.657
CH,671213,605151,7,L,R,X,0.445
FF,594807,605151,3,R,R,X,0.928
FF,493329,621057,2,R,R,X,0.117
FF,542932,621057,2,R,R,X,0.028
FF,607732,621057,5,R,R,X,0.45
CH,646240,605151,7,L,R,X,0.915
FF,657077,605151,5,L,R,X,0.616
SL,516416,621057,14,R,R,X,0.913
FF,643265,621057,7,R,R,X,0.536
CH,665862,621057,7,L,R,X,0.88
FF,650559,621057,5,R,R,X,0.023
FF,624585,621057,2,R,R,X,0.399
SI,650333,682175,5,L,L,X,0.231
SI,621563,682175,9,L,L,X,0.405
SI,607732,682175,5,R,L,X,0.629
SL,657136,645261,2,R,R,X,0.019
SL,571771,645261,6,R,R,X,0.053
SL,671213,645261,8,L,R,X,0.618
FF,594807,645261,11,R,R,X,0.034
SI,516416,682175,5,R,L,X,0.079
CH,646240,645261,7,L,R,X,0.004
CH,457759,645261,8,R,R,X,0.619
CH,680776,645261,8,L,R,X,0.391
SI,665862,682175,6,L,L,X,0.044
SI,650559,682175,8,R,L,X,0.23
SI,624585,682175,5,R,L,X,0.177
SI,571771,645261,4,R,R,X,0.797
SI,650333,682175,6,L,L,X,0.045
SI,621563,682175,9,L,L,X,0.123
FF,660821,676477,14,L,R,X,0.256
ST,516416,676477,3,R,R,X,1.003
CH,671213,645261,7,L,R,X,0.112
SL,594807,645261,14,R,R,X,0.0
FF,646240,645261,3,L,R,X,0.896
ST,643265,676477,5,R,R,X,0.099
CH,665862,676477,13,L,R,X,0.48
ST,624585,676477,9,R,R,X,0.315
SI,650333,676477,9,L,R,X,0.928
CH,621563,676477,4,L,R,X,0.145
CH,657077,645261,8,L,R,X,0.049
SL,457759,645261,9,R,R,X,0.089
SI,516416,676477,5,R,R,X,0.142
SI,643265,676477,4,R,R,X,0.913
SL,657136,645261,6,R,R,X,0.21
SL,571771,645261,12,R,R,X,0.044
FF,671213,645261,5,L,R,X,0.943
SI,624585,676477,6,R,R,X,0.17
SI,650333,676477,5,L,R,X,0.063
FF,621563,676477,3,L,R,X,0.148
ST,607732,676477,6,R,R,X,0.029
SI,594807,645261,1,R,R,X,0.555
FF,646240,645261,3,L,R,X,0.01
SI,657077,645261,4,L,R,X,0.826
FF,457759,645261,1,R,R,X,0.146
CH,660821,676477,8,L,R,X,0.622
SI,643265,676477,8,R,R,X,0.754
CH,665862,676477,14,L,R,X,0.521
CH,650559,676477,7,R,R,X,1.539
SI,624585,676477,8,R,R,X,0.16
SL,672275,669952,5,L,R,X,0.021
SL,642731,657024,5,R,R,X,1.019
FS,666165,657024,6,L,R,X,0.016
FS,624424,657024,9,L,R,X,0.018
SL,605204,657024,4,R,R,X,0.91
SL,665489,666808,6,R,R,X,0.043
SL,474832,643511,1,L,R,X,0.013
FS,664774,657024,13,L,R,X,0.044
SL,682641,663878,14,R,R,X,0.061
FF,543063,663878,5,L,R,X,0.249
SL,593160,643511,3,R,R,X,0.075
SL,662139,622072,8,L,L,X,0.676
FF,642731,663878,1,R,R,X,0.013
FF,666165,663878,5,L,R,X,0.324
CH,656305,622072,8,R,L,X,0.241
CH,665489,622072,8,R,L,X,0.129
CH,474832,622072,5,L,L,X,0.008
SI,666182,622072,5,R,L,X,0.68
FF,605204,592332,4,R,R,X,0.734
SI,543807,622072,1,R,L,X,0.437
CH,624415,622072,7,L,L,X,0.897
FF,543063,592332,4,L,R,X,0.915
FS,672275,592332,9,L,R,X,0.832
FF,642731,592332,2,R,R,X,0.164
FF,666165,592332,8,L,R,X,0.087
CH,593160,622072,8,R,L,X,0.255
CH,656305,622072,5,R,L,X,1.661
CH,665489,622072,14,R,L,X,0.114
FF,624424,592332,4,L,R,X,0.047
CH,666182,622072,8,R,L,X,0.359
FF,682641,592332,5,R,R,X,0.323
FF,543063,592332,7,L,R,X,0.058
SL,593160,622072,13,R,L,X,0.6
FS,624424,592332,13,L,R,X,0.53
SL,666182,676254,14,R,R,X,0.889
SI,543807,676254,6,R,R,X,0.051
FF,665487,672710,6,R,R,X,0.153
SL,673490,672710,8,R,R,X,0.154
CH,666801,641703,5,L,R,X,0.044
FF,669261,641703,11,L,R,X,0.0
FF,593428,672710,5,R,R,X,0.473
CH,467793,641703,13,L,R,X,0.141
SI,680779,641703,7,R,R,X,0.867
SL,641943,670970,8,L,L,X,0.031
FF,595978,670970,2,R,L,X,0.912
FF,665742,672710,2,L,R,X,0.044
SL,665487,672710,9,R,R,X,0.251
CU,673490,672710,6,R,R,X,0.479
FF,666801,670970,8,R,L,X,0.651
FF,467793,670970,4,R,L,X,0.54
FF,457705,670970,4,R,L,X,0.909
SI,663757,448179,6,L,L,X,0.135
CU,596142,448179,9,R,L,X,0.077
FC,593428,448179,8,R,L,X,1.212
FC,592518,448179,7,R,L,X,0.159
CH,641943,656290,13,L,R,X,0.048
FF,595978,656290,12,R,R,X,0.251
CU,665742,448179,6,L,L,X,0.25
FF,669261,656290,5,L,R,X,0.0
FF,467793,656290,1,L,R,X,0.937
SI,680779,656290,5,R,R,X,0.853
SL,457705,656290,4,R,R,X,0.411
CH,641943,656290,13,L,R,X,
FF,663757,448179,3,L,L,X,0.552
FF,596142,448179,2,R,L,X,0.663
FF,666801,656290,12,L,R,X,0.023
FF,669261,663753,4,L,R,X,1.764
FF,467793,663753,4,L,R,X,1.581
FF,593428,448179,5,R,L,X,0.351
FC,592518,448179,2,R,L,X,0.003
FC,680779,663753,6,R,R,X,0.003
FC,457705,663753,8,R,R,X,0.783
FC,641943,663753,5,L,R,X,0.793
SL,678225,663753,5,L,R,X,0.258
FF,666801,663753,8,L,R,X,0.929
FF,665487,448179,7,R,L,X,0.016
FC,673490,448179,2,R,L,X,0.827
ST,663757,448179,13,L,L,X,0.281
CU,596142,448179,2,R,L,X,0.424
FC,592518,448179,4,R,L,X,0.823
FC,467793,663753,3,L,R,X,0.463
SL,457705,663753,5,R,R,X,0.003
FF,641943,663753,4,L,R,X,0.858
FC,665487,448179,7,R,L,X,0.27
CU,673490,448179,6,R,L,X,0.787
SL,669720,664747,5,R,R,X,0.407
FF,676059,664747,4,R,R,X,0.729
FF,668715,672335,4,R,L,X,0.105
SL,682829,672335,13,R,L,X,0.321
CH,543305,571656,5,L,R,X,0.231
FF,683002,571656,2,L,R,X,1.09
FF,623993,571656,1,L,R,X,0.031
SL,668939,571656,8,L,R,X,0.192
SL,663697,641329,2,R,R,X,0.035
FF,670770,641329,2,L,R,X,0.295
FF,656811,608371,7,L,R,X,0.163
SL,666181,669211,5,L,L,X,0.65
CU,623993,671096,1,R,L,X,0.376
CH,641584,669330,4,L,R,X,0.059
SL,682829,669330,14,L,R,X,0.113
FC,663697,669330,1,R,R,X,0.034
FF,680574,669330,2,R,R,X,1.003
CU,669720,671096,2,R,L,X,0.005
CU,622761,671096,8,R,L,X,0.012
CH,670770,669330,13,L,R,X,0.535
CH,666181,669330,11,L,R,X,0.623
CH,676059,671096,8,R,L,X,0.663
CH,602104,671096,9,R,L,X,0.008
FC,641584,669330,11,L,R,X,0.005
FF,680574,669330,5,R,R,X,1.72
FF,670770,669330,11,L,R,X,0.245
FF,668939,671096,2,R,L,X,0.624
CU,622761,671096,13,R,L,X,0.1
CU,676059,671096,7,R,L,X,0.884
FF,602104,671096,6,R,L,X,0.146
CH,641584,669330,8,L,R,X,0.141
ST,623993,671096,13,R,L,X,0.399
CH,669720,671096,9,R,L,X,0.053
FC,663697,669330,8,R,R,X,0.025
FF,680574,669330,6,R,R,X,0.119
SI,621043,621294,4,R,R,X,0.142
SI,666397,621294,4,L,R,X,0.801
SI,650489,621294,13,L,R,X,0.255
SI,456781,621294,1,R,R,X,0.159
SL,671739,687396,7,L,L,X,0.135
SL,606115,687396,5,R,L,X,0.003
FS,542303,687396,9,R,L,X,0.422
ST,668904,543859,7,R,R,X,0.76
ST,596146,543859,4,L,R,X,0.071
ST,621439,543859,8,R,R,X,0.284
SL,669221,687396,12,R,L,X,0.034
FF,621566,687396,4,L,L,X,1.494
FF,663586,687396,5,R,L,X,0.112
FF,666135,543859,3,L,R,X,0.019
FF,621043,543859,4,R,R,X,0.066
FF,572191,543859,5,R,R,X,1.479
SI,660670,661383,7,R,R,X,0.078
CU,671739,661383,14,L,R,X,0.239
SI,606115,661383,2,R,R,X,0.059
SI,543877,693821,2,R,R,X,0.29
CU,592696,661383,13,L,R,X,0.154
CU,669221,661383,1,R,R,X,0.195
SI,596146,693821,13,L,R,X,0.333
FF,666135,693821,9,L,R,X,0.172
FF,621566,661383,7,L,R,X,0.409
FF,645277,661383,2,L,R,X,0.003
FF,666397,693821,9,L,R,X,0.062
SL,668904,693821,5,R,R,X,0.645
FS,671739,657746,11,L,R,X,0.257
FF,606115,657746,1,R,R,X,0.005
FF,592696,657746,7,L,R,X,0.453
FS,542303,657746,13,R,R,X,0.359
CH,596146,693821,7,L,R,X,0.251
SL,621439,693821,6,R,R,X,0.045
SL,621043,693821,8,R,R,X,0.1
FS,663586,657746,8,R,R,X,0.225
FS,645277,657746,8,L,R,X,0.273
FS,660670,657746,4,R,R,X,0.494
ST,671739,657746,5,L,R,X,2.0
ST,606115,657746,14,R,R,X,0.032
SL,572191,693821,6,R,R,X,0.003
FF,669221,657746,2,R,R,X,2.0
FF,663586,657746,3,R,R,X,1.72
FF,645277,657746,7,L,R,X,0.568
FF,660670,657746,8,R,R,X,1.566
CH,596146,693821,7,L,R,X,0.046
CH,621439,693821,2,R,R,X,0.123
SI,666135,693821,5,L,R,X,0.368
SI,621043,693821,8,R,R,X,0.4
SL,666397,693821,6,L,R,X,0.09
SL,408234,681982,4,R,R,X,0.387
SL,595879,681982,12,R,R,X,0.089
CU,543257,664948,4,R,L,X,0.223
CU,641680,664948,5,R,L,X,0.828
FC,666969,664948,12,R,L,X,1.507
FC,663993,664948,5,L,L,X,0.924
FC,608369,664948,2,L,L,X,0.928
ST,543760,686839,14,R,R,X,0.248
SL,665750,686839,9,L,R,X,0.505
ST,677649,686839,5,R,R,X,1.912
FF,628451,622250,12,R,R,X,0.008
SL,679529,622250,6,R,R,X,1.365
ST,543257,686839,14,L,R,X,0.136
ST,641680,686839,7,L,R,X,0.014
FF,608369,686839,5,L,R,X,0.26
SL,681481,622250,5,L,R,X,0.043
FF,408234,622250,9,R,R,X,0.034
SL,543760,686839,4,R,R,X,0.245
FS,665750,592741,14,R,L,X,0.909
FS,677649,592741,13,R,L,X,0.328
FS,673962,592741,13,R,L,X,0.545
FF,543257,666159,6,L,R,X,0.057
CU,641680,666159,5,L,R,X,0.192
FC,595879,527048,11,R,L,X,0.217
CU,608369,666159,5,L,R,X,0.532
FF,543760,666159,4,R,R,X,0.802
SI,663837,527048,6,R,L,X,0.214
FF,543257,666159,4,L,R,X,0.641
FF,641680,666159,5,L,R,X,0.004
FC,595879,527048,9,R,L,X,0.375
ST,666969,666159,6,R,R,X,0.011
CU,663993,666159,9,L,R,X,0.313
CU,608369,666159,5,L,R,X,0.58
FF,543760,666159,4,R,R,X,0.445
SI,628451,527048,5,R,L,X,0.346
SI,679529,527048,5,R,L,X,0.238
CU,543257,666159,2,L,R,X,0.049
CH,408234,527048,9,R,L,X,0.274
SI,595879,527048,9,R,L,X,0.618
FF,663993,666159,4,L,R,X,0.911
CU,608369,666159,5,L,R,X,0.081
FF,543760,666159,1,R,R,X,0.278
CH,628451,527048,6,R,L,X,0.081
CH,679529,527048,9,R,L,X,0.424
CH,663837,527048,9,R,L,X,0.295
ST,667452,663855,8,R,R,X,0.014
SI,673237,663855,11,R,R,X,0.299
FC,680977,664208,5,L,R,X,0.136
SL,547989,606149,9,R,R,X,0.902
FF,663656,606149,5,L,R,X,0.618
SL,608324,606149,14,R,R,X,0.055
FF,643289,606149,5,R,R,X,0.491
FF,691023,592773,5,R,R,X,1.539
FF,575929,592773,2,R,R,X,0.113
SI,665161,656756,14,R,L,X,0.922
CH,667452,656756,5,R,L,X,0.448
CH,673237,656756,14,R,L,X,0.231
SI,547989,656756,2,R,L,X,0.332
CH,668800,664285,9,R,L,X,0.1
CU,608324,656756,14,R,L,X,0.504
CU,643289,656756,14,R,L,X,0.265
SI,680977,664285,6,L,L,X,0.191
SL,666185,664285,13,R,L,X,0.083
CU,575929,664285,8,R,L,X,0.11
CH,571448,664285,6,R,L,X,0.899
CH,669242,664285,5,R,L,X,0.366
SI,455117,656756,3,R,L,X,0.549
SI,665161,656756,8,R,L,X,0.186
CU,668800,664285,5,R,L,X,0.543
SI,657557,664285,8,R,L,X,1.186
SI,666185,664285,14,R,L,X,0.573
SI,691023,664285,9,R,L,X,0.204
SI,575929,664285,7,R,L,X,0.902
SI,667452,656756,6,R,L,X,0.149
CH,673237,656756,6,R,L,X,0.354
SI,547989,656756,9,R,L,X,0.818
CU,571448,664285,9,R,L,X,0.581
SI,668800,664285,5,R,L,X,0.589
CU,657557,664285,4,R,L,X,1.873
CU,663656,656756,5,L,L,X,0.005
CU,608324,656756,9,R,L,X,0.049
SI,455117,656756,2,R,L,X,2.0
SL,680977,664285,7,L,L,X,0.057
SI,666185,664285,7,R,L,X,0.012
SI,691023,664285,8,R,L,X,0.029
CH,673237,656756,5,R,L,X,0.573
SI,571448,664285,2,R,L,X,0.885
SI,669242,664285,2,R,L,X,0.033
CH,547989,656756,9,R,L,X,0.114
FF,663656,656756,8,L,L,X,0.04
SI,608324,656756,6,R,L,X,0.46
SI,643289,656756,13,R,L,X,0.188
FF,596129,669060,4,L,R,X,0.311
SI,643446,669060,8,L,R,X,0.295
FF,686894,608678,4,R,R,X,0.05
ST,605119,656257,14,R,R,X,0.294
FF,642715,656257,8,R,R,X,0.584
FF,661388,656257,11,R,R,X,0.265
CH,624413,657265,14,R,R,X,0.005
CH,596019,657265,13,L,R,X,0.882
SL,516782,657265,14,R,R,X,0.89
SI,683146,657265,9,L,R,X,0.675
FF,596129,527054,11,L,R,X,1.264
SI,502054,527054,13,R,R,X,0.676
FC,596019,527054,11,L,R,X,0.0
SI,680911,656849,2,R,L,X,0.911
SI,516782,527054,6,R,R,X,0.192
CH,607043,527054,4,L,R,X,1.587
CU,683146,527054,9,L,R,X,0.041
SI,596129,527054,2,L,R,X,0.612
SI,661388,656849,6,R,L,X,0.068
CH,655316,656849,9,R,L,X,0.042
SI,502054,527054,2,R,R,X,0.012
CH,643446,527054,13,L,R,X,0.247
SI,624413,527054,13,R,R,X,0.161
SI,596019,527054,4,L,R,X,1.539
CU,516782,527054,14,R,R,X,0.238
FC,607043,527054,9,L,R,X,1.78
FF,680911,656849,2,R,L,X,0.81
CH,683146,527054,14,L,R,X,0.06
FC,596129,527054,1,L,R,X,0.323
SI,592885,656849,5,L,L,X,0.202
CH,661388,656849,8,R,L,X,0.049
SI,502054,527054,6,R,R,X,0.26
CH,643446,527054,13,L,R,X,0.047
SI,624413,527054,6,R,R,X,0.013
SI,655316,656849,9,R,L,X,0.165
CH,686894,656849,6,R,L,X,0.399
