pitch_type,batter,pitcher,zone,stand,p_throws,type,estimated_woba_using_speedangle
FC,663757,458681,6,L,R,X,0.219
FF,593428,458681,6,R,R,X,0.664
SI,592518,458681,13,R,R,X,0.206
FF,444482,663321,4,L,R,X,0.034
SL,502110,663321,6,R,R,X,0.003
FF,665487,458681,5,R,R,X,1.472
FC,595777,458681,5,L,R,X,0.448
CH,571970,608379,5,L,R,X,0.068
SI,669257,608379,5,R,R,X,1.907
CH,518692,608379,5,L,R,X,0.65
SI,571771,608379,7,R,R,X,0.17
CH,681546,608379,8,L,R,X,0.205
SI,663757,458681,1,L,R,X,0.224
FC,592518,458681,4,R,R,X,0.834
FC,665742,458681,11,L,R,X,0.715
CH,518792,608379,11,L,R,X,0.177
CH,444482,608379,13,L,R,X,0.054
SI,518692,608379,4,L,R,X,1.028
FF,605141,608379,12,R,R,X,0.113
FC,571771,608379,8,R,R,X,0.623
FC,665487,458681,5,R,R,X,0.71
SI,595777,458681,13,L,R,X,0.387
CU,518792,608379,7,L,R,X,0.418
CH,663757,458681,13,L,R,X,0.517
FC,502110,608379,9,R,R,X,0.296
FF,571970,608379,2,L,R,X,0.103
SI,669257,608379,4,R,R,X,0.925
CH,518692,608379,7,L,R,X,0.335
FF,605141,608379,1,R,R,X,0.311
FF,592518,458681,6,R,R,X,0.665
FF,665742,458681,3,L,R,X,0.003
CU,665487,458681,9,R,R,X,0.396
SI,687263,608678,11,R,R,X,0.22
SL,641487,646242,11,L,L,X,0.088
FF,663728,646242,5,R,L,X,0.005
CH,677594,646242,6,R,L,X,0.178
SI,545341,660825,11,R,R,X,0.103
FS,642136,660825,7,L,R,X,0.067
FF,500871,660825,3,L,R,X,0.003
SI,641487,646242,9,L,L,X,0.041
CH,676609,646242,12,R,L,X,0.149
CH,664034,663776,14,R,L,X,0.05
FF,553993,663776,3,R,L,X,1.095
SI,663728,663776,12,R,L,X,0.061
SI,545341,693433,5,R,R,X,0.971
FF,606192,663776,4,R,L,X,0.047
FF,677594,663776,4,R,L,X,0.858
SL,641487,663776,8,L,L,X,0.223
CU,664034,663776,5,R,L,X,0.176
SL,553993,663776,4,R,L,X,0.324
SI,500871,693433,14,L,R,X,0.217
FF,519058,693433,8,L,R,X,0.038
FF,663728,663776,4,R,L,X,0.535
CH,606192,663776,5,R,L,X,0.666
SL,677594,663776,5,R,L,X,1.494
FF,687263,693433,5,R,R,X,0.276
ST,545341,693433,5,R,R,X,0.306
SL,641487,663776,8,L,L,X,0.116
FF,500871,693433,3,L,R,X,0.015
CH,664034,663776,8,R,L,X,0.296
FF,553993,663776,1,R,L,X,0.9
SL,606192,663776,13,R,L,X,0.148
SL,677594,663776,6,R,L,X,0.29
SL,641487,663776,7,L,L,X,0.408
FF,681082,489446,11,L,R,X,0.291
SI,660670,621237,7,R,L,X,0.16
SI,671739,621237,8,L,L,X,0.147
FC,606115,621237,4,R,L,X,0.833
FC,607680,621237,2,R,L,X,0.366
CH,547180,628452,4,L,R,X,1.661
SI,607208,628452,4,R,R,X,0.124
CH,656941,628452,4,L,R,X,0.003
SL,542303,592229,7,R,R,X,0.078
SI,621566,592229,7,L,R,X,
FC,663586,592229,2,R,R,X,0.629
FS,645277,592229,4,L,R,X,0.311
CH,624641,621345,12,R,L,X,0.186
SI,660670,592229,4,R,R,X,0.221
FC,671739,592229,12,L,R,X,0.216
SI,606115,592229,4,R,R,X,0.155
SL,664761,641729,8,R,R,X,0.163
FF,547180,669276,4,L,L,X,0.109
FF,607208,669276,2,R,L,X,1.764
FF,518595,571479,11,R,R,X,0.003
FF,542303,571479,5,R,R,X,0.043
CU,592206,450203,8,R,R,X,0.103
FF,621566,571479,5,L,R,X,0.823
FF,663586,571479,9,R,R,X,0.218
FF,660670,571479,2,R,R,X,1.969
SL,671739,571479,5,L,R,X,1.942
CU,606115,592836,8,R,R,X,0.296
FF,518595,592836,13,R,R,X,0.646
CH,681082,450203,9,L,R,X,0.003
CU,664761,450203,14,R,R,X,0.668
FC,547180,450203,9,L,R,X,0.908
CU,656941,450203,4,L,R,X,0.208
FF,542303,592836,4,R,R,X,0.003
FC,621566,592836,7,L,R,X,0.362
FF,645277,592836,1,L,R,X,1.365
FS,660670,592836,7,R,R,X,0.104
FS,606115,592836,13,R,R,X,0.096
SI,518595,592836,7,R,R,X,0.473
FC,592696,592836,2,L,R,X,0.003
CU,681082,450203,14,L,R,X,0.078
FF,664761,450203,8,R,R,X,0.654
FF,607208,450203,9,R,R,X,0.327
FC,656941,450203,5,L,R,X,0.073
FF,645277,592836,1,L,R,X,0.003
FF,660670,592836,1,R,R,X,0.291
FC,671739,592836,4,L,R,X,0.622
SI,606115,592836,11,R,R,X,0.208
CH,592206,450203,5,R,R,X,0.646
FC,518595,592836,6,R,R,X,0.58
FS,542303,592836,1,R,R,X,0.008
FF,656941,450203,2,L,R,X,0.103
SI,663586,592836,4,R,R,X,0.551
ST,669242,660261,14,R,R,X,0.067
FS,676475,660261,13,L,R,X,0.436
FC,571448,660261,13,R,R,X,0.054
FF,663624,606930,6,R,R,X,0.085
FC,669720,606930,8,R,R,X,0.483
SL,683002,605498,4,L,L,X,0.137
FF,602104,605498,5,R,L,X,0.616
ST,669357,543056,8,L,L,X,1.003
KC,502671,543056,8,R,L,X,0.008
FF,663457,543056,11,L,L,X,0.707
CH,669242,605347,13,L,R,X,0.058
FF,624428,572403,3,L,R,X,0.323
CH,543305,572403,13,L,R,X,0.258
FF,691023,605347,5,R,R,X,0.365
FF,676475,657097,2,L,R,X,0.521
FF,575929,657097,3,R,R,X,0.712
FF,571448,657097,3,R,R,X,0.014
CH,669357,657097,13,L,R,X,0.168
FF,656811,669467,6,L,R,X,0.103
FF,623993,669467,5,L,R,X,0.337
CU,683002,669467,8,L,R,X,1.539
CU,668939,669467,14,L,R,X,0.503
CH,502671,657097,6,R,R,X,0.271
SL,663457,669084,5,L,L,X,0.641
FF,624428,669467,5,L,R,X,0.27
FF,543305,669467,8,L,R,X,0.894
SL,656775,669467,8,L,R,X,0.244
SI,656811,641712,6,L,R,X,0.853
SI,683002,641712,7,L,R,X,0.339
SI,668939,641712,8,L,R,X,0.4
CH,691023,669084,14,R,L,X,0.266
SL,676475,669084,4,L,L,X,0.913
SI,575929,665152,2,R,R,X,0.216
CU,571448,665152,14,R,R,X,0.134
SI,602104,641712,8,R,R,X,0.27
FF,624428,641712,5,L,R,X,0.646
FF,543305,641712,7,L,R,X,0.433
FF,656775,641712,4,L,R,X,0.192
FF,669357,665152,2,L,R,X,0.739
SI,502671,665152,11,R,R,X,0.406
SL,656811,641712,9,L,R,X,1.13
SI,623993,641712,4,L,R,X,0.039
FF,683002,641712,5,L,R,X,0.776
FC,669242,665152,12,L,R,X,0.515
FC,691023,665152,5,R,R,X,0.398
CU,676475,665152,6,L,R,X,0.051
FC,575929,665152,12,R,R,X,0.224
FC,571448,665152,6,R,R,X,0.77
CH,663457,665152,5,L,R,X,0.384
FF,668939,641712,3,L,R,X,0.241
SI,602104,641712,1,R,R,X,0.672
SI,543305,641712,7,L,R,X,0.556
SI,656775,641712,8,L,R,X,0.638
SI,663624,641712,8,R,R,X,0.201
SI,656811,641712,7,L,R,X,0.152
FF,669242,665152,2,L,R,X,0.069
FC,691023,665152,3,R,R,X,0.003
FF,623993,641712,5,L,R,X,0.033
SI,683002,641712,9,L,R,X,0.39
FF,676475,665152,11,L,R,X,0.032
FC,575929,665152,3,R,R,X,0.885
FC,502671,665152,5,R,R,X,0.712
CU,663457,665152,13,L,R,X,0.219
FF,671277,669796,11,L,L,X,
SL,545121,669796,6,R,L,X,0.28
SL,656582,607179,5,R,R,X,0.15
CU,663647,607179,6,R,R,X,0.084
FF,642086,675989,2,L,R,X,0.864
FF,608841,675989,2,R,R,X,0.646
FS,641943,607179,14,L,R,X,0.026
SL,678225,571578,8,L,L,X,0.244
ST,660688,675989,13,L,R,X,0.108
ST,657041,675989,11,R,R,X,0.009
FF,682928,675989,8,L,R,X,1.72
SI,656582,571578,6,R,L,X,0.466
SL,668804,571578,6,R,L,X,0.195
SL,663647,571578,13,R,L,X,0.071
FF,545121,676702,6,L,R,X,0.916
FF,642086,676702,2,L,R,X,1.787
FF,608841,676702,8,R,R,X,0.543
FC,660688,676702,14,L,R,X,0.181
FC,657041,676702,12,R,R,X,0.116
FC,682928,676702,8,L,R,X,0.234
CH,671277,656578,11,L,R,X,0.067
SL,642086,656578,9,L,R,X,0.84
FF,608841,656578,3,R,R,X,0.739
FF,660688,656578,8,L,R,X,0.612
SI,668804,571578,6,R,L,X,0.473
SI,663647,571578,4,R,L,X,0.039
SL,657041,656578,4,R,R,X,0.684
CH,682928,656578,2,L,R,X,1.797
FF,671277,656578,8,L,R,X,0.071
CU,545121,656578,5,L,R,X,0.122
FF,678225,571578,8,L,L,X,0.634
CU,642086,656578,11,L,R,X,0.003
SI,656582,571578,6,R,L,X,0.368
SI,663647,571578,9,R,L,X,0.033
FF,660688,656578,5,L,R,X,0.009
FF,657041,656578,8,R,R,X,0.764
FF,682928,656578,1,L,R,X,0.91
FC,664774,661403,5,L,R,X,0.861
FC,666165,661403,14,L,R,X,0.425
SL,686823,592426,13,L,R,X,0.044
SL,665926,592426,2,L,R,X,0.263
FF,592626,660853,3,L,R,X,0.179
FF,571745,660853,11,R,R,X,0.157
FF,642731,660853,1,R,R,X,0.347
SI,647304,666808,12,L,R,X,0.148
FC,680757,666808,3,L,R,X,0.005
SI,664702,666808,1,R,R,X,0.177
SL,527038,660853,9,R,R,X,0.342
FF,543063,519043,5,L,L,X,0.034
KC,664774,519043,13,L,L,X,0.343
SI,686823,643511,14,L,R,X,0.152
SI,665926,643511,4,L,R,X,0.224
SI,647304,643511,4,L,R,X,0.068
FF,666165,625643,6,L,R,X,0.004
SL,592626,625643,7,L,R,X,0.15
FF,571745,625643,7,R,R,X,0.086
FF,527038,656529,5,R,L,X,0.705
SI,608070,643511,5,L,R,X,0.061
FF,680757,605154,12,L,R,X,0.37
FF,543063,668909,4,L,R,X,0.786
SL,682641,668909,14,R,R,X,0.397
CH,664774,668909,13,L,R,X,0.241
ST,665926,573124,13,L,L,X,0.01
FF,605204,668909,11,R,R,X,0.021
FF,571745,668909,4,R,R,X,0.263
FF,642731,668909,14,R,R,X,0.138
FF,573262,668909,1,L,R,X,0.77
SI,608070,502171,12,L,R,X,0.003
KC,680757,502171,7,L,R,X,0.078
SL,543063,668909,5,L,R,X,0.747
SL,682641,668909,14,R,R,X,0.186
SI,664702,502171,4,R,R,X,0.072
FS,686823,502171,11,L,R,X,0.134
KC,665926,502171,4,L,R,X,0.135
CU,664774,668909,7,L,R,X,0.347
FF,605204,668909,13,R,R,X,0.159
FF,592626,668909,14,L,R,X,0.751
SL,642731,668909,6,R,R,X,0.802
SL,573262,668909,6,L,R,X,0.004
FS,647304,502171,8,L,R,X,1.909
FS,608070,502171,13,L,R,X,0.37
FS,680757,502171,5,L,R,X,0.08
FF,682641,668909,5,R,R,X,0.259
SI,664702,502171,13,R,R,X,0.054
SI,686823,502171,5,L,R,X,0.65
FS,665926,502171,13,L,R,X,0.256
SL,664774,668909,5,L,R,X,0.165
SL,592626,668909,9,L,R,X,0.123
FF,642731,668909,11,R,R,X,0.09
FF,573262,668909,6,L,R,X,0.801
KC,647304,502171,7,L,R,X,0.489
SI,608070,502171,2,L,R,X,0.173
SI,680757,502171,1,L,R,X,0.147
FF,595281,453178,8,L,R,X,0.405
FS,662139,453178,13,L,R,X,0.149
FF,672386,453178,3,R,R,X,0.414
FF,624415,453178,6,L,R,X,0.244
SL,641680,670102,7,L,R,X,0.044
FF,665750,670102,9,L,R,X,0.054
SI,665489,527048,11,R,L,X,0.221
FF,608671,670102,2,L,R,X,0.407
FF,608369,670102,8,L,R,X,0.391
FF,666182,608717,11,R,R,X,0.177
FF,641680,650893,5,R,L,X,1.781
FC,543257,650893,5,R,L,X,0.034
SI,608369,650893,6,L,L,X,0.926
SI,672386,641540,8,R,R,X,0.077
FC,624415,641540,3,L,R,X,0.024
FC,641680,605135,3,L,R,X,0.787
CH,665750,605135,13,L,R,X,0.238
SI,543257,605135,4,L,R,X,0.882
CH,641598,605135,14,R,R,X,0.012
SI,666182,641540,8,R,R,X,0.168
SI,543807,641540,7,R,R,X,0.927
SI,595281,641540,8,L,R,X,0.614
FC,663993,605135,9,L,R,X,0.168
FF,608369,605135,6,L,R,X,0.623
SI,543760,605135,11,R,R,X,0.047
SI,662139,641540,6,L,R,X,0.147
FC,624415,641540,9,L,R,X,0.103
CH,641680,605135,7,L,R,X,0.044
FC,665750,605135,6,L,R,X,0.728
FC,543257,605135,5,L,R,X,0.0
SI,641598,605135,4,R,R,X,0.275
FF,543760,605135,6,R,R,X,0.433
SL,666182,641540,6,R,R,X,0.813
SL,543807,641540,5,R,R,X,0.383
SI,672386,641540,7,R,R,X,0.166
SI,665750,605135,8,L,R,X,0.056
SI,543257,605135,13,L,R,X,0.643
SL,666182,641540,14,R,R,X,0.05
SI,543807,641540,5,R,R,X,0.133
SI,608369,605135,7,L,R,X,0.051
ST,543760,605135,2,R,R,X,0.003
FF,680777,664126,12,R,R,X,0.218
SL,621043,664126,2,R,R,X,0.012
SI,650490,680739,5,R,R,X,0.727
SL,670042,680739,9,L,R,X,0.042
ST,668904,518617,7,R,L,X,0.072
CH,666139,680739,4,L,R,X,0.383
SL,664040,687396,6,L,L,X,0.003
ST,456781,687330,3,R,R,X,0.307
FF,650490,687396,8,R,L,X,0.565
FF,650489,607192,7,L,R,X,0.122
FF,596146,607192,2,L,R,X,0.587
FF,668904,607192,4,R,R,X,1.663
SL,666135,607192,8,L,R,X,0.145
FF,666397,607192,5,L,R,X,0.199
FS,670764,687396,6,R,L,X,0.758
SL,670042,687396,4,L,L,X,0.114
FF,666139,687396,6,L,L,X,0.241
FF,668227,687396,2,R,L,X,0.223
FF,664040,687396,6,L,L,X,0.524
FF,650490,687396,3,R,L,X,1.907
FF,680777,607192,11,R,R,X,0.026
FF,670764,571670,2,L,R,X,1.326
CH,666139,571670,5,L,R,X,0.517
SL,650489,607192,4,L,R,X,0.01
SL,621043,607192,2,R,R,X,0.013
SL,596146,607192,9,L,R,X,1.912
FC,650490,543243,3,R,R,X,0.864
SL,666135,607192,3,L,R,X,0.147
FF,680777,607192,6,R,R,X,0.177
FF,642350,543243,6,R,R,X,0.561
SI,666139,543243,6,L,R,X,0.192
FF,668227,543243,6,R,R,X,0.083
FF,456781,607192,4,R,R,X,0.063
FC,664040,543243,4,L,R,X,0.122
SI,650490,543243,5,R,R,X,0.337
ST,642350,543243,6,R,R,X,0.033
FF,666139,543243,6,L,R,X,0.563
FC,668227,543243,14,R,R,X,0.869
SI,650490,543243,8,R,R,X,0.86
FF,607043,623149,3,L,R,X,0.015
FF,683146,623149,14,L,R,X,
SL,502054,622098,9,R,R,X,0.496
CH,682998,622098,4,L,R,X,0.046
FF,606466,622098,6,L,R,X,0.856
CH,677950,622098,5,L,R,X,0.907
FF,672695,622098,1,L,R,X,0.003
FF,643446,656464,3,L,R,X,0.0
CH,607054,641627,13,L,R,X,0.254
FC,656976,641627,7,L,R,X,0.269
SI,666971,641627,5,R,R,X,0.294
CU,572233,641627,14,R,R,X,0.191
FC,502054,641627,3,R,R,X,1.508
FF,596019,666818,12,L,R,X,0.195
FC,682998,548384,14,L,L,X,0.198
CH,606466,548384,14,R,L,X,0.201
FF,624413,669459,3,R,L,X,0.007
SL,643446,669459,6,L,L,X,0.908
FF,596019,669459,7,R,L,X,0.455
FF,607043,669459,4,L,L,X,0.25
CH,572233,500779,14,R,L,X,0.214
CU,502054,500779,14,R,L,X,0.49
SI,682998,500779,2,L,L,X,0.179
SI,606466,500779,14,R,L,X,0.202
CU,643446,605200,8,L,R,X,1.536
CH,656896,500779,14,R,L,X,0.003
SI,572233,500779,5,R,L,X,0.292
SI,502054,500779,12,R,L,X,0.854
SV,682998,500779,7,L,L,X,0.503
SV,606466,500779,13,R,L,X,0.01
FF,683146,605200,6,L,R,X,1.325
SI,656896,500779,8,R,L,X,0.113
SI,666971,500779,8,R,L,X,0.407
CH,572233,500779,5,R,L,X,0.519
FC,643446,605200,7,L,R,X,0.155
FF,596019,605200,4,L,R,X,0.739
CH,607043,605200,4,L,R,X,0.659
CH,502054,500779,14,R,L,X,0.234
SI,660821,605540,5,L,R,X,0.004
FF,641658,605540,5,R,R,X,0.646
SI,542932,605540,4,R,R,X,0.129
FF,607732,605540,2,R,R,X,0.01
FA,592192,607732,11,R,R,X,0.006
FA,686894,607732,11,R,R,X,0.362
FA,686217,607732,12,L,R,X,0.02
FA,621438,607732,1,R,R,X,0.517
CH,655316,607732,9,R,R,X,0.085
FF,493329,605540,3,R,R,X,0.012
FF,663743,605540,9,R,R,X,0.116
CH,605119,641447,13,R,L,X,0.198
SI,661388,641447,5,R,L,X,0.261
FC,592192,641447,6,R,L,X,0.103
FC,686894,641447,8,R,L,X,0.14
FC,621438,641447,8,R,L,X,0.162
SI,655316,641447,6,R,L,X,0.243
SL,642715,641447,8,R,L,X,0.259
FC,661388,641447,1,R,L,X,0.45
SI,592192,641447,8,R,L,X,0.061
SI,665862,605540,11,L,R,X,0.067
SL,650333,605540,4,L,R,X,0.85
SL,686217,666200,6,L,L,X,0.601
SL,621438,666200,9,R,L,X,0.882
FF,655316,666200,6,R,L,X,0.604
CH,642715,666200,8,R,L,X,0.905
SI,663743,605540,5,R,R,X,0.014
CH,621563,605540,4,L,R,X,0.431
CH,467793,666200,12,R,L,X,0.012
SL,661388,666200,9,R,L,X,0.067
SL,592192,666200,7,R,L,X,0.017
CU,660821,605540,8,L,R,X,1.342
FF,650559,605540,8,R,R,X,0.536
SI,665862,605540,13,L,R,X,0.159
SL,686217,666200,7,L,L,X,0.295
CH,621438,666200,8,R,L,X,0.863
FF,642715,666200,5,R,L,X,1.703
SI,467793,666200,5,R,L,X,0.235
FF,592192,666200,12,R,L,X,0.02
CU,605137,605540,8,L,R,X,0.433
SI,650333,605540,5,L,R,X,0.015
FF,686217,666200,5,L,L,X,0.94
FF,621438,666200,7,R,L,X,0.163
CH,655316,666200,14,R,L,X,0.157
SL,663743,605540,9,R,R,X,0.123
FF,621563,605540,14,L,R,X,0.726
CH,592192,666200,8,R,L,X,0.392
CH,665862,605540,13,L,R,X,0.814
SI,669394,605540,6,R,R,X,0.419
CH,605137,605540,13,L,R,X,0.044
CH,650333,605540,4,L,R,X,0.239
FF,666624,641755,14,R,R,X,0.618
SL,663611,641755,1,R,R,X,0.359
FF,543228,641755,12,R,R,X,0.954
FF,621020,641755,3,R,R,X,0.45
KC,666134,592767,13,L,L,X,0.158
KC,678662,592767,14,R,L,X,0.209
ST,673548,664875,14,R,R,X,0.236
SI,641355,664875,7,L,R,X,0.064
ST,663538,664875,6,R,R,X,0.842
SI,686668,621016,8,R,R,X,0.48
SI,553869,621016,5,R,R,X,0.546
FC,666624,571863,3,R,R,X,0.113
FC,663611,571863,1,R,R,X,0.061
FC,643565,571863,14,L,R,X,0.484
CU,678662,696136,9,R,L,X,0.003
CU,453568,696136,13,L,L,X,0.059
FC,543228,607536,11,R,L,X,0.896
SI,673548,607536,1,R,L,X,0.859
SI,641355,607536,4,L,L,X,0.153
SL,686668,696136,5,R,L,X,0.101
FF,676701,696136,6,R,L,X,0.418
FF,660707,696136,6,R,L,X,0.022
SI,663538,607536,1,R,L,X,0.231
CH,666624,607536,6,R,L,X,2.0
SI,663611,607536,4,R,L,X,0.153
FF,621550,607536,2,R,L,X,0.201
CH,553869,696136,6,R,L,X,0.003
SI,641857,696136,8,L,L,X,0.238
CH,592178,696136,9,R,L,X,0.336
SI,543228,607536,5,R,L,X,1.003
CH,664023,607536,9,R,L,X,0.469
SI,621020,607536,6,R,L,X,0.922
CH,673548,607536,6,R,L,X,0.605
SI,678662,696136,8,R,L,X,0.132
FF,453568,696136,12,L,L,X,0.024
SI,686668,696136,9,R,L,X,0.087
FC,641355,607536,4,L,L,X,0.078
KC,663538,607536,6,R,L,X,0.738
SI,666624,607536,5,R,L,X,0.022
FF,663611,607536,3,R,L,X,0.891
CH,621550,607536,7,R,L,X,0.238
KC,543228,607536,8,R,L,X,0.616
SI,676701,696136,9,R,L,X,0.06
FC,660707,696136,9,R,L,X,0.355
CH,553869,696136,14,R,L,X,0.062
CH,664023,607536,14,R,L,X,0.059
FF,621020,607536,11,R,L,X,0.0
FC,673548,607536,13,R,L,X,0.0
FF,592178,696136,8,R,L,X,0.075
SL,666134,696136,7,L,L,X,0.087
FC,678662,696136,14,R,L,X,0.536
FC,453568,696136,6,L,L,X,0.927
KC,641355,607536,7,L,L,X,0.09
FF,663538,607536,5,R,L,X,0.62
FC,666624,607536,7,R,L,X,0.087
CH,663656,543507,1,L,R,X,0.025
CH,608324,543507,8,R,R,X,0.009
FF,670541,543507,5,L,R,X,0.955
SL,665161,543507,8,R,R,X,0.62
ST,514888,543507,12,R,R,X,0.18
SL,669127,606160,8,R,R,X,0.885
CH,664913,606160,7,L,R,X,0.921
FF,643393,606160,1,L,R,X,0.498
FF,676116,606160,2,L,R,X,1.095
ST,455117,686610,7,R,L,X,0.04
CU,665923,664208,14,R,R,X,0.065
FF,547989,686610,1,R,L,X,0.046
ST,663656,686610,5,L,L,X,0.008
FF,608324,686610,2,R,L,X,0.075
SI,669127,664285,5,R,L,X,1.575
CH,672478,664285,12,R,L,X,0.132
CH,670541,686610,9,L,L,X,0.278
FF,455117,686610,3,R,L,X,0.548
CH,649557,664285,8,R,L,X,0.576
FF,676801,686610,4,R,L,X,0.104
FF,547989,686610,14,R,L,X,0.037
SI,665923,664285,6,R,L,X,0.099
CU,669397,664285,7,R,L,X,0.646
FF,608324,686610,1,R,L,X,0.078
FF,670541,686610,14,L,L,X,0.149
FC,649557,664285,2,R,L,X,0.067
FF,665161,686610,14,R,L,X,0.078
FF,514888,686610,1,R,L,X,0.062
CH,680869,664285,8,R,L,X,0.051
CU,669397,664285,8,R,L,X,0.333
CH,669127,664285,6,R,L,X,0.022
SI,667670,664285,5,R,L,X,2.0
SL,608324,695243,14,R,R,X,0.015
FF,665161,695243,14,R,R,X,0.415
FF,514888,695243,3,R,R,X,0.393
SI,649557,664285,9,R,L,X,0.224
SI,680869,664285,13,R,L,X,0.867
SL,672284,623474,13,L,R,X,0.064
CU,664034,623474,8,R,R,X,0.01
SL,592273,663462,4,R,R,X,0.2
ST,545341,663423,9,R,R,X,0.657
CU,500871,663423,14,L,R,X,0.613
SI,677594,665896,13,R,R,X,1.587
ST,592273,623437,8,R,R,X,1.571
ST,687263,623437,6,R,R,X,0.029
CH,664034,571901,14,R,L,X,0.705
CH,553993,571901,8,R,L,X,0.367
CH,663728,571901,6,R,L,X,0.409
SL,500871,662253,8,L,R,X,0.512
SI,519058,662253,4,L,R,X,0.227
KC,606192,667755,7,R,R,X,0.899
KC,677594,667755,13,R,R,X,0.128
FS,641487,667755,7,L,R,X,0.042
SI,687263,666374,4,R,R,X,0.1
SI,672284,672282,5,L,L,X,0.268
SL,545341,669302,2,R,R,X,0.004
CH,663728,672282,14,R,L,X,0.082
SI,677594,672282,6,R,L,X,0.754
FF,500871,669302,2,L,R,X,0.11
FF,519058,669302,8,L,R,X,0.0
CU,641487,672282,8,L,L,X,0.062
SI,672284,672282,5,L,L,X,0.563
CH,553993,672282,8,R,L,X,0.077
KC,545341,669302,4,R,R,X,0.415
FF,500871,669302,1,L,R,X,0.249
FS,519058,669302,4,L,R,X,0.035
CH,606192,672282,14,R,L,X,0.235
FF,677594,672282,11,R,L,X,0.131
SI,641487,672282,6,L,L,X,0.047
FF,592273,669302,4,R,R,X,0.357
SL,687263,669302,4,R,R,X,0.057
SL,545341,669302,5,R,R,X,0.229
SL,519058,669302,8,L,R,X,0.675
CH,664034,672282,8,R,L,X,0.121
SL,663728,672282,5,R,L,X,1.068
FF,606192,672282,9,R,L,X,1.587
SL,677594,672282,12,R,L,X,0.816
SL,641487,672282,5,L,L,X,0.552
FF,592273,669302,5,R,R,X,0.149
FF,687263,669302,5,R,R,X,0.367
SI,621035,623352,1,R,L,X,0.409
SI,502110,623352,13,R,L,X,0.802
SI,518692,623352,7,L,L,X,0.675
CH,605141,623352,6,R,L,X,0.549
SI,593428,623465,2,R,R,X,0.328
ST,592518,623465,14,R,R,X,0.166
ST,665742,623465,9,L,R,X,0.841
ST,665487,623465,14,R,R,X,0.063
ST,673490,623465,11,R,R,X,
FC,663757,623465,5,L,R,X,0.521
FF,500743,663158,8,R,R,X,0.11
CH,681546,663158,13,L,R,X,0.364
FS,595777,571946,13,L,R,X,0.126
FS,593428,571946,5,R,R,X,0.58
FF,571771,676680,6,R,L,X,0.315
FF,571970,676680,2,L,L,X,0.0
SI,669257,472610,9,R,R,X,0.045
FS,518692,472610,7,L,R,X,0.414
SI,500743,472610,2,R,R,X,0.199
FC,663757,657571,8,L,L,X,0.441
SI,595777,694813,5,L,R,X,0.908
SI,593428,694813,1,R,R,X,0.064
FF,592518,694813,3,R,R,X,0.727
FC,665742,694813,6,L,R,X,0.916
FF,681546,678061,5,L,L,X,0.721
CU,621035,678061,5,R,L,X,0.061
CU,518792,678061,2,L,L,X,0.263
SI,665487,694813,13,R,R,X,0.253
SI,673490,694813,5,R,R,X,0.204
FC,663757,694813,9,L,R,X,0.254
FF,571970,678061,8,L,L,X,0.391
FF,669257,678061,6,R,L,X,0.155
CH,595777,694813,11,L,R,X,0.48
SI,593428,694813,2,R,R,X,0.123
FC,592518,694813,3,R,R,X,0.903
CU,518692,678061,5,L,L,X,0.398
CU,605141,678061,3,R,L,X,0.684
SI,621035,658648,6,R,R,X,0.894
SI,518792,658648,8,L,R,X,0.614
SI,502110,658648,6,R,R,X,0.258
FF,571970,658648,2,L,R,X,1.606
SI,669257,658648,2,R,R,X,0.007
CH,665742,694813,13,L,R,X,0.271
SI,665487,694813,5,R,R,X,0.235
SI,673490,694813,11,R,R,X,0.196
CH,663757,694813,5,L,R,X,0.709
FF,518692,658648,8,L,R,X,0.397
SI,605141,658648,5,R,R,X,0.728
CU,621035,658648,9,R,R,X,0.823
FF,518792,658648,5,L,R,X,0.021
FF,595777,694813,2,L,R,X,0.313
FC,593428,694813,5,R,R,X,0.036
FF,571970,658648,11,L,R,X,0.22
CH,518692,658648,8,L,R,X,0.415
CH,605141,658648,2,R,R,X,1.78
SI,665742,694813,7,L,R,X,0.467
FC,673490,694813,8,R,R,X,0.192
FF,660670,518886,4,R,R,X,0.101
FF,670032,518886,1,L,R,X,0.826
FF,607680,518886,8,R,R,X,0.265
FF,621566,621381,5,L,L,X,0.013
CH,681082,623451,6,L,R,X,0.104
SI,592663,623451,8,R,R,X,0.561
SL,671739,642397,2,L,L,X,1.732
SL,660670,642397,8,R,L,X,0.198
SI,670032,642397,6,L,L,X,0.121
CU,607208,623451,14,R,R,X,0.147
SL,606115,656546,6,R,R,X,0.174
FF,669221,656546,1,R,R,X,0.064
CH,621566,547179,1,L,R,X,0.415
SI,624641,623451,2,R,R,X,0.003
CH,669016,623451,1,L,R,X,1.285
CH,681082,623451,14,L,R,X,0.056
SI,663586,547179,13,R,R,X,0.09
FF,671739,547179,5,L,R,X,0.543
SI,660670,547179,4,R,R,X,0.284
CH,670032,547179,5,L,R,X,0.373
SL,592663,623451,6,R,R,X,0.136
FC,547180,623451,3,L,R,X,0.225
SL,607208,623451,9,R,R,X,0.766
KC,624641,657140,6,R,R,X,0.801
SL,607680,547179,6,R,R,X,0.618
SI,606115,547179,4,R,R,X,0.003
CH,592696,547179,13,L,R,X,0.806
FF,669016,657140,5,L,R,X,0.072
CH,681082,657140,2,L,R,X,0.269
SL,669221,547179,5,R,R,X,0.039
CU,621566,547179,14,L,R,X,1.313
SL,663586,547179,9,R,R,X,0.105
