batter,Name,Year,VBA_Rnk,AA_Rnk,Rank_avg,EVI_CQ,Diff,Timing_Rnk
543305,Aaron Hicks,2022,13,45,29,41,12,25
543305,Aaron Hicks,2023,15,28,21,13,-8,3
592450,Aaron Judge,2019,96,66,81,96,15,84
592450,Aaron Judge,2021,97,43,70,85,15,87
592450,Aaron Judge,2022,100,87,93,100,7,91
592450,Aaron Judge,2023,100,98,99,100,1,81
592450,Aaron Judge,2024,99,96,98,100,2,76
647351,Abraham Toro,2021,62,89,76,29,-47,10
647351,Abraham Toro,2022,53,85,69,33,-36,7
647351,Abraham Toro,2024,24,34,29,27,-2,49
609275,Adalberto Mondesí,2019,14,35,25,37,12,23
594807,Adam Duvall,2021,51,95,73,88,15,28
594807,Adam Duvall,2022,74,95,85,80,-5,58
594807,Adam Duvall,2023,29,100,65,75,10,80
594807,Adam Duvall,2024,37,98,67,24,-43,1
594809,Adam Eaton,2019,12,33,23,13,-10,53
594809,Adam Eaton,2021,14,4,9,15,6,83
641553,Adam Engel,2022,19,43,31,1,-30,88
624428,Adam Frazier,2019,82,45,64,47,-17,47
624428,Adam Frazier,2021,82,13,48,87,39,82
624428,Adam Frazier,2022,87,50,69,65,-4,70
624428,Adam Frazier,2023,88,84,86,77,-9,60
624428,Adam Frazier,2024,91,20,56,66,10,61
430945,Adam Jones,2019,71,41,56,42,-14,16
680718,Addison Barger,2024,40,59,50,20,-30,7
668939,Adley Rutschman,2022,90,63,77,54,-23,47
668939,Adley Rutschman,2023,87,51,69,72,3,64
668939,Adley Rutschman,2024,85,84,84,57,-27,71
666969,Adolis García,2021,51,80,65,68,3,33
666969,Adolis García,2022,44,61,52,77,25,28
666969,Adolis García,2023,44,93,68,92,24,59
666969,Adolis García,2024,28,78,53,51,-2,11
572041,AJ Pollock,2019,50,24,37,64,27,11
572041,AJ Pollock,2021,36,41,39,81,42,30
572041,AJ Pollock,2022,24,20,22,47,25,25
668731,Akil Baddoo,2021,26,97,61,67,6,75
668731,Akil Baddoo,2023,31,72,52,18,-34,11
676701,Alan Trejo,2023,91,41,66,88,22,50
546991,Albert Almora,2019,37,11,24,6,-18,36
546991,Albert Almora,2022,17,36,26,32,6,51
405395,Albert Pujols,2019,4,32,18,11,-7,42
405395,Albert Pujols,2021,13,23,18,32,14,61
405395,Albert Pujols,2022,6,33,20,72,52,39
444876,Alcides Escobar,2021,84,20,52,81,29,11
664761,Alec Bohm,2021,59,5,32,66,34,95
664761,Alec Bohm,2022,58,21,39,78,39,63
664761,Alec Bohm,2023,51,44,48,57,9,70
664761,Alec Bohm,2024,42,21,32,54,22,96
676475,Alec Burleson,2023,61,53,57,34,-23,26
676475,Alec Burleson,2024,60,55,57,42,-15,55
649557,Aledmys Díaz,2021,15,31,23,38,15,64
649557,Aledmys Díaz,2022,6,52,29,12,-17,57
649557,Aledmys Díaz,2023,21,3,12,7,-5,35
672386,Alejandro Kirk,2022,7,12,9,46,37,92
672386,Alejandro Kirk,2023,1,29,15,29,14,85
672386,Alejandro Kirk,2024,3,16,10,22,12,90
677950,Alek Thomas,2022,12,2,7,4,-3,73
677950,Alek Thomas,2023,9,6,8,11,3,31
608324,Alex Bregman,2019,10,89,49,59,10,79
608324,Alex Bregman,2021,13,36,25,56,31,79
608324,Alex Bregman,2022,10,67,39,76,37,88
608324,Alex Bregman,2023,18,86,52,73,21,93
608324,Alex Bregman,2024,18,51,34,58,24,63
669743,Alex Call,2023,18,49,33,9,-24,12
543105,Alex Dickerson,2021,33,56,44,62,18,43
460086,Alex Gordon,2019,77,53,65,39,-26,94
666135,Alex Kirilloff,2021,65,30,48,99,51,98
666135,Alex Kirilloff,2023,83,76,79,97,18,96
666135,Alex Kirilloff,2024,74,77,76,81,5,94
657077,Alex Verdugo,2019,30,6,18,21,3,88
657077,Alex Verdugo,2021,41,14,27,55,28,94
657077,Alex Verdugo,2022,34,37,36,50,14,78
657077,Alex Verdugo,2023,37,21,29,50,21,66
657077,Alex Verdugo,2024,30,31,31,21,-10,78
663845,Alfonso Rivas,2022,92,7,50,65,15,12
642708,Amed Rosario,2019,46,9,27,51,24,87
642708,Amed Rosario,2021,18,4,11,20,9,83
642708,Amed Rosario,2022,25,10,17,21,4,77
642708,Amed Rosario,2023,33,14,24,19,-5,75
642708,Amed Rosario,2024,18,16,17,23,6,51
592743,Andrelton Simmons,2019,1,1,1,2,1,18
592743,Andrelton Simmons,2021,0,5,2,16,14,30
665926,Andrés Giménez,2022,27,17,22,65,43,53
665926,Andrés Giménez,2023,40,39,39,29,-10,29
665926,Andrés Giménez,2024,37,14,26,52,26,51
643217,Andrew Benintendi,2019,85,70,77,88,11,79
643217,Andrew Benintendi,2021,57,91,74,83,9,77
643217,Andrew Benintendi,2022,54,39,46,84,38,95
643217,Andrew Benintendi,2023,66,46,56,81,25,95
643217,Andrew Benintendi,2024,76,85,81,80,-1,62
668800,Andrew Knizner,2022,19,4,12,9,-3,23
668800,Andrew Knizner,2023,12,54,33,16,-17,24
457705,Andrew McCutchen,2021,71,63,67,65,-2,29
457705,Andrew McCutchen,2022,51,55,53,61,8,51
457705,Andrew McCutchen,2023,75,37,56,59,3,26
457705,Andrew McCutchen,2024,71,66,68,87,19,13
683734,Andrew Vaughn,2021,56,50,53,38,-15,38
683734,Andrew Vaughn,2022,28,35,32,43,11,73
683734,Andrew Vaughn,2023,40,43,41,31,-10,43
683734,Andrew Vaughn,2024,37,67,52,50,-2,34
623205,Andrew Velazquez,2022,52,56,54,50,-4,5
655316,Andruw Monasterio,2023,56,48,52,78,26,87
628451,Andy Ibáñez,2021,27,67,47,47,0,62
628451,Andy Ibáñez,2023,26,28,27,68,41,75
628451,Andy Ibáñez,2024,14,58,36,32,-4,62
681624,Andy Pages,2024,100,78,89,76,-13,58
682657,Angel Martinez,2024,71,25,48,35,-13,48
543685,Anthony Rendon,2019,77,81,79,97,18,62
543685,Anthony Rendon,2021,73,70,72,54,-18,85
543685,Anthony Rendon,2024,74,55,64,16,-48,4
519203,Anthony Rizzo,2019,52,30,41,30,-11,92
519203,Anthony Rizzo,2021,30,56,43,11,-32,61
519203,Anthony Rizzo,2022,66,91,79,75,-4,18
519203,Anthony Rizzo,2023,64,81,73,52,-21,97
519203,Anthony Rizzo,2024,43,27,35,12,-23,16
623993,Anthony Santander,2019,8,58,33,12,-21,31
623993,Anthony Santander,2021,17,39,28,47,19,69
623993,Anthony Santander,2022,13,80,46,60,14,36
623993,Anthony Santander,2023,12,63,38,25,-13,55
623993,Anthony Santander,2024,9,87,48,28,-20,45
683011,Anthony Volpe,2023,68,58,63,79,16,88
683011,Anthony Volpe,2024,51,16,34,38,4,64
606157,Aristides Aquino,2022,53,95,74,7,-67,0
452678,Asdrúbal Cabrera,2019,34,82,58,58,0,77
452678,Asdrúbal Cabrera,2021,34,65,50,58,8,19
605131,Austin Barnes,2024,5,10,7,18,11,82
669720,Austin Hays,2021,49,51,50,52,2,16
669720,Austin Hays,2022,40,47,44,36,-8,13
669720,Austin Hays,2023,23,50,36,42,6,47
669720,Austin Hays,2024,20,62,41,20,-21,66
595978,Austin Hedges,2019,27,94,61,21,-40,5
595978,Austin Hedges,2021,16,65,40,9,-31,9
595978,Austin Hedges,2022,27,25,26,8,-18,3
595978,Austin Hedges,2023,10,36,23,35,12,3
668885,Austin Martin,2024,99,13,56,88,32,70
640457,Austin Meadows,2019,40,80,60,79,19,70
640457,Austin Meadows,2021,46,92,69,58,-11,61
543592,Austin Nola,2021,41,33,37,8,-29,8
543592,Austin Nola,2022,20,30,25,25,0,72
663586,Austin Riley,2021,70,41,56,80,24,17
663586,Austin Riley,2022,75,67,71,84,13,36
663586,Austin Riley,2023,81,57,69,57,-12,18
663586,Austin Riley,2024,76,59,67,84,17,59
596103,Austin Slater,2021,87,28,58,91,33,73
596103,Austin Slater,2022,98,12,55,97,42,87
596103,Austin Slater,2024,84,8,46,77,31,47
669224,Austin Wells,2024,73,75,74,76,2,8
541645,Avisaíl García,2019,49,42,46,16,-30,55
541645,Avisaíl García,2021,55,17,36,66,30,80
541645,Avisaíl García,2022,61,44,52,18,-34,53
592325,Ben Gamel,2019,81,32,57,42,-15,68
592325,Ben Gamel,2021,77,89,83,63,-20,26
592325,Ben Gamel,2022,84,60,72,52,-20,58
700250,Ben Rice,2024,77,96,86,85,-1,43
666163,Ben Rortvedt,2024,13,52,33,19,-14,89
571740,Billy Hamilton,2019,54,18,36,67,31,11
641856,Billy McKinney,2021,94,78,86,29,-57,7
663368,Blake Perkins,2024,44,48,46,65,19,70
666165,Blake Sabol,2023,55,86,70,66,-4,20
677942,Blaze Alexander,2024,78,2,40,3,-37,1
666182,Bo Bichette,2021,83,19,51,53,2,31
666182,Bo Bichette,2022,90,14,52,64,12,86
666182,Bo Bichette,2023,93,25,59,75,16,52
666182,Bo Bichette,2024,93,25,59,15,-44,49
666310,Bo Naylor,2024,35,74,55,47,-8,18
666915,Bobby Dalbec,2021,83,83,83,92,9,83
666915,Bobby Dalbec,2022,68,46,57,64,7,16
677951,Bobby Witt,2022,43,80,62,10,-52,50
677951,Bobby Witt,2023,44,66,55,44,-11,71
677951,Bobby Witt,2024,30,59,45,72,27,67
543543,Brad Miller,2021,22,25,24,79,55,75
543543,Brad Miller,2022,17,59,38,38,0,10
605548,Bradley Zimmer,2021,21,47,34,22,-12,73
474832,Brandon Belt,2019,100,98,99,77,-22,24
474832,Brandon Belt,2021,100,99,100,99,-1,4
474832,Brandon Belt,2022,100,95,98,95,-3,10
474832,Brandon Belt,2023,100,99,99,98,-1,19
543063,Brandon Crawford,2019,15,33,24,52,28,97
543063,Brandon Crawford,2021,40,80,60,90,30,65
543063,Brandon Crawford,2022,51,24,37,56,19,45
543063,Brandon Crawford,2023,32,15,24,50,26,47
641525,Brandon Dixon,2019,47,85,66,71,5,55
592273,Brandon Drury,2019,33,57,45,51,6,28
592273,Brandon Drury,2022,27,68,47,46,-1,70
592273,Brandon Drury,2023,35,67,51,58,7,55
592273,Brandon Drury,2024,39,1,20,0,-20,10
664040,Brandon Lowe,2019,92,95,93,100,7,57
664040,Brandon Lowe,2021,62,90,76,89,13,33
664040,Brandon Lowe,2022,55,63,59,26,-33,6
664040,Brandon Lowe,2023,73,55,64,84,20,32
664040,Brandon Lowe,2024,70,89,80,95,15,48
669016,Brandon Marsh,2022,98,60,79,88,9,42
669016,Brandon Marsh,2023,99,46,72,81,9,88
669016,Brandon Marsh,2024,98,73,85,97,12,80
607043,Brandon Nimmo,2021,19,6,13,39,26,60
607043,Brandon Nimmo,2022,8,13,11,28,17,69
607043,Brandon Nimmo,2023,22,38,30,58,28,56
607043,Brandon Nimmo,2024,21,46,34,44,10,93
677587,Brayan Rocchio,2024,15,44,29,19,-10,40
680977,Brendan Donovan,2022,40,3,22,70,48,99
680977,Brendan Donovan,2023,42,42,42,72,30,96
680977,Brendan Donovan,2024,19,37,28,61,33,86
663898,Brendan Rodgers,2021,26,27,27,19,-8,62
663898,Brendan Rodgers,2022,22,9,16,44,28,91
663898,Brendan Rodgers,2024,44,4,24,28,4,98
667670,Brent Rooker,2023,92,94,93,97,4,72
667670,Brent Rooker,2024,88,93,91,99,8,78
686668,Brenton Doyle,2023,36,71,53,45,-8,52
686668,Brenton Doyle,2024,28,80,54,81,27,64
683146,Brett Baty,2023,92,33,62,16,-46,21
683146,Brett Baty,2024,88,35,62,2,-60,14
458731,Brett Gardner,2019,2,30,16,8,-8,46
458731,Brett Gardner,2021,4,33,19,13,-6,30
689172,Brett Wisely,2024,44,67,56,52,-4,20
605119,Brian Anderson,2019,49,36,42,57,15,22
605119,Brian Anderson,2021,40,21,31,55,24,78
605119,Brian Anderson,2022,44,24,34,29,-5,49
605119,Brian Anderson,2023,53,16,35,82,47,51
572821,Brian Dozier,2019,17,89,53,70,17,41
571718,Brian Goodwin,2019,43,90,67,64,-3,45
571718,Brian Goodwin,2021,55,74,64,69,5,82
435263,Brian McCann,2019,5,19,12,48,36,28
668930,Brice Turang,2023,27,69,48,24,-24,4
668930,Brice Turang,2024,34,5,20,59,39,45
571788,Brock Holt,2021,75,11,43,63,20,25
686797,Brooks Lee,2024,27,80,54,36,-18,30
650559,Bryan De La Cruz,2022,91,72,81,97,16,97
650559,Bryan De La Cruz,2023,91,51,71,76,5,62
650559,Bryan De La Cruz,2024,94,77,86,82,-4,41
668804,Bryan Reynolds,2019,95,25,60,81,21,76
668804,Bryan Reynolds,2021,96,76,86,77,-9,30
668804,Bryan Reynolds,2022,96,26,61,52,-9,33
668804,Bryan Reynolds,2023,92,46,69,88,19,44
668804,Bryan Reynolds,2024,91,42,67,90,23,49
547180,Bryce Harper,2019,93,71,82,74,-8,15
547180,Bryce Harper,2021,91,81,86,98,12,57
547180,Bryce Harper,2022,86,57,72,85,13,55
547180,Bryce Harper,2023,82,15,49,71,22,36
547180,Bryce Harper,2024,86,71,79,69,-10,41
681082,Bryson Stott,2022,34,20,27,24,-3,31
681082,Bryson Stott,2023,36,31,34,64,30,96
681082,Bryson Stott,2024,34,31,33,41,8,57
457763,Buster Posey,2019,76,45,61,44,-17,52
457763,Buster Posey,2021,90,53,71,97,26,43
621439,Byron Buxton,2021,67,68,68,92,24,35
621439,Byron Buxton,2022,77,76,77,92,15,11
621439,Byron Buxton,2023,55,97,76,23,-53,8
621439,Byron Buxton,2024,62,69,66,90,24,21
543068,C. J. Cron,2019,53,64,58,37,-21,49
543068,C. J. Cron,2021,55,70,63,42,-21,42
543068,C. J. Cron,2022,41,72,56,51,-5,31
543068,C. J. Cron,2023,28,58,43,33,-10,17
668751,Cal Mitchell,2022,64,18,41,68,27,96
663728,Cal Raleigh,2022,22,94,58,87,29,92
663728,Cal Raleigh,2023,39,95,67,71,4,27
663728,Cal Raleigh,2024,52,86,69,91,22,26
621043,Carlos Correa,2019,64,62,63,86,23,5
621043,Carlos Correa,2021,58,22,40,40,0,37
621043,Carlos Correa,2022,64,42,53,72,19,29
621043,Carlos Correa,2023,41,14,27,14,-13,25
621043,Carlos Correa,2024,42,29,36,19,-17,29
467793,Carlos Santana,2019,3,23,13,29,16,63
467793,Carlos Santana,2021,5,40,22,14,-8,45
467793,Carlos Santana,2022,3,38,21,39,18,65
467793,Carlos Santana,2023,4,30,17,6,-11,49
467793,Carlos Santana,2024,5,50,27,30,3,38
608348,Carson Kelly,2019,56,72,64,83,19,32
608348,Carson Kelly,2021,66,96,81,86,5,69
608348,Carson Kelly,2022,79,75,77,25,-52,11
608348,Carson Kelly,2024,54,64,59,46,-13,51
666198,Carter Kieboom,2021,30,32,31,52,21,52
669477,Casey Schmitt,2023,62,39,50,8,-42,19
624415,Cavan Biggio,2019,97,100,98,99,1,72
624415,Cavan Biggio,2021,90,83,87,51,-36,24
624415,Cavan Biggio,2022,93,97,95,73,-22,64
624415,Cavan Biggio,2023,95,76,86,90,4,37
624415,Cavan Biggio,2024,94,94,94,68,-26,4
678882,Ceddanne Rafaela,2024,60,48,54,77,23,9
656775,Cedric Mullins,2021,16,47,31,74,43,68
656775,Cedric Mullins,2022,31,53,42,14,-28,24
656775,Cedric Mullins,2023,17,52,34,22,-12,32
656775,Cedric Mullins,2024,16,60,38,34,-4,44
514917,César Hernández,2019,52,4,28,15,-13,22
514917,César Hernández,2021,66,46,56,36,-20,48
514917,César Hernández,2022,63,34,48,29,-19,18
640461,Chad Pinder,2019,63,13,38,37,-1,52
640461,Chad Pinder,2021,47,25,36,86,50,75
640461,Chad Pinder,2022,33,12,22,85,63,62
453568,Charlie Blackmon,2019,74,74,74,80,6,60
453568,Charlie Blackmon,2021,57,22,39,61,22,40
453568,Charlie Blackmon,2022,63,39,51,64,13,29
453568,Charlie Blackmon,2023,39,47,43,46,3,82
453568,Charlie Blackmon,2024,29,55,42,37,-5,36
518586,Charlie Culberson,2021,56,14,35,27,-8,33
676801,Chas McCormick,2021,84,97,91,96,5,77
676801,Chas McCormick,2022,91,89,90,90,0,44
676801,Chas McCormick,2023,96,95,96,96,0,57
676801,Chas McCormick,2024,95,60,78,67,-11,15
596144,Cheslor Cuthbert,2019,2,10,6,8,2,81
448801,Chris Davis,2019,92,87,90,98,8,87
621035,Chris Taylor,2019,97,72,84,73,-11,65
621035,Chris Taylor,2021,98,79,88,78,-10,19
621035,Chris Taylor,2022,98,87,92,86,-6,54
621035,Chris Taylor,2023,97,96,97,82,-15,61
621035,Chris Taylor,2024,98,18,58,83,25,79
624414,Christian Arroyo,2022,62,16,39,57,18,63
624414,Christian Arroyo,2023,74,26,50,40,-10,30
542194,Christian Bethancourt,2022,46,47,47,56,9,38
542194,Christian Bethancourt,2023,13,55,34,28,-6,32
542194,Christian Bethancourt,2024,6,32,19,8,-11,24
687952,Christian Encarnacion-Strand,2023,86,73,80,95,15,79
543877,Christian Vázquez,2019,41,78,59,63,4,85
543877,Christian Vázquez,2021,26,67,46,24,-22,61
543877,Christian Vázquez,2022,31,25,28,74,46,71
543877,Christian Vázquez,2023,25,32,28,61,33,18
543877,Christian Vázquez,2024,19,67,43,55,12,88
572233,Christian Walker,2019,59,51,55,75,20,43
572233,Christian Walker,2021,50,58,54,35,-19,53
572233,Christian Walker,2022,50,70,60,68,8,50
572233,Christian Walker,2023,50,81,65,31,-34,15
572233,Christian Walker,2024,42,78,60,56,-4,76
592885,Christian Yelich,2019,61,68,64,85,21,27
592885,Christian Yelich,2021,38,4,21,8,-13,34
592885,Christian Yelich,2022,56,2,29,18,-11,77
592885,Christian Yelich,2023,65,9,37,42,5,91
592885,Christian Yelich,2024,65,3,34,52,18,60
621514,Christin Stewart,2019,80,92,86,46,-40,44
666624,Christopher Morel,2022,20,34,27,88,61,61
666624,Christopher Morel,2023,10,68,39,82,43,48
666624,Christopher Morel,2024,8,40,24,36,12,21
682928,CJ Abrams,2022,14,32,23,6,-17,4
682928,CJ Abrams,2023,9,74,41,26,-15,43
682928,CJ Abrams,2024,17,54,35,68,33,70
641355,Cody Bellinger,2019,74,82,78,99,21,50
641355,Cody Bellinger,2021,54,97,76,33,-43,26
641355,Cody Bellinger,2022,50,86,68,78,10,51
641355,Cody Bellinger,2023,49,77,63,63,0,78
641355,Cody Bellinger,2024,53,72,63,54,-9,47
592567,Colin Moran,2019,89,29,59,69,10,37
592567,Colin Moran,2021,71,23,47,68,21,44
690993,Colt Keith,2024,53,36,45,62,17,47
681297,Colton Cowser,2024,96,83,89,82,-7,70
656582,Connor Joe,2022,66,46,56,36,-20,48
656582,Connor Joe,2023,35,28,31,40,9,49
656582,Connor Joe,2024,39,64,51,5,-46,9
681393,Connor Norby,2024,95,98,97,99,2,89
657136,Connor Wong,2023,62,58,60,32,-28,37
657136,Connor Wong,2024,58,61,60,31,-29,6
682998,Corbin Carroll,2023,7,38,23,21,-2,46
682998,Corbin Carroll,2024,0,25,13,10,-3,11
572816,Corey Dickerson,2021,29,19,24,13,-11,35
572816,Corey Dickerson,2022,15,8,12,34,22,79
667452,Corey Julks,2023,79,21,50,24,-26,85
667452,Corey Julks,2024,72,65,69,29,-40,8
608369,Corey Seager,2019,86,67,76,52,-24,7
608369,Corey Seager,2021,61,64,63,76,13,87
608369,Corey Seager,2022,77,77,77,86,9,86
608369,Corey Seager,2023,60,51,55,95,40,99
608369,Corey Seager,2024,70,79,74,92,18,98
665506,Cristian Pache,2022,9,0,5,10,5,35
665506,Cristian Pache,2024,38,54,46,24,-22,86
434158,Curtis Granderson,2019,90,90,90,68,-22,23
596129,Dan Vogelbach,2019,71,78,75,53,-22,18
596129,Dan Vogelbach,2021,65,30,47,20,-27,48
596129,Dan Vogelbach,2022,69,82,75,94,19,79
596129,Dan Vogelbach,2023,58,15,36,66,30,76
502517,Daniel Murphy,2019,80,50,65,31,-34,54
682177,Daniel Schneemann,2024,48,82,65,61,-4,67
643376,Danny Jansen,2019,23,52,38,22,-16,38
643376,Danny Jansen,2022,26,93,59,90,31,37
643376,Danny Jansen,2023,32,99,65,44,-21,7
643376,Danny Jansen,2024,15,99,57,11,-46,53
542454,Danny Santana,2019,58,44,51,92,41,77
621020,Dansby Swanson,2019,74,58,66,88,22,71
621020,Dansby Swanson,2021,75,71,73,86,13,52
621020,Dansby Swanson,2022,82,73,78,96,18,82
621020,Dansby Swanson,2023,75,57,66,85,19,64
621020,Dansby Swanson,2024,77,31,54,77,23,46
573131,Darin Ruf,2021,83,58,70,98,28,66
573131,Darin Ruf,2022,84,41,62,45,-17,20
662139,Daulton Varsho,2021,2,63,32,40,8,58
662139,Daulton Varsho,2022,4,98,51,38,-13,43
662139,Daulton Varsho,2023,9,60,35,12,-23,27
662139,Daulton Varsho,2024,49,91,70,7,-63,30
623520,David Bote,2019,25,11,18,10,-8,100
623520,David Bote,2021,3,42,22,4,-18,29
621311,David Dahl,2019,53,76,65,94,29,96
621311,David Dahl,2021,54,53,53,88,35,28
664058,David Fletcher,2019,12,14,13,73,60,98
664058,David Fletcher,2021,3,2,3,63,60,78
664058,David Fletcher,2022,4,36,20,97,77,79
681807,David Fry,2024,62,69,65,73,8,83
666152,David Hamilton,2024,58,65,61,65,4,80
444482,David Peralta,2019,29,12,21,3,-18,17
444482,David Peralta,2021,24,7,16,1,-15,51
444482,David Peralta,2022,48,66,57,48,-9,44
444482,David Peralta,2023,46,24,35,21,-14,83
444482,David Peralta,2024,31,17,24,43,19,99
676914,Davis Schneider,2024,65,99,82,83,1,68
663662,Daz Cameron,2024,56,57,57,34,-23,85
543829,Dee Strange-Gordon,2019,36,1,19,45,26,75
592261,Delino DeShields,2019,45,62,54,38,-16,13
518618,Derek Dietrich,2019,34,79,56,36,-20,26
656537,Derek Hill,2024,79,30,54,95,41,10
451594,Dexter Fowler,2019,78,86,82,75,-7,56
544369,Didi Gregorius,2019,16,73,45,9,-36,27
544369,Didi Gregorius,2021,36,54,45,6,-39,27
544369,Didi Gregorius,2022,31,49,40,34,-6,31
660636,Diego Castillo,2022,42,74,58,95,37,94
518934,DJ LeMahieu,2019,35,14,24,70,46,99
518934,DJ LeMahieu,2021,23,3,13,43,30,85
518934,DJ LeMahieu,2022,13,27,20,57,37,76
518934,DJ LeMahieu,2023,18,9,14,51,37,76
518934,DJ LeMahieu,2024,14,57,35,42,7,80
621466,DJ Stewart,2021,2,85,43,28,-15,8
621466,DJ Stewart,2024,4,82,43,14,-29,44
570267,Domingo Santana,2019,100,69,84,100,16,58
686527,Dominic Canzone,2024,80,78,79,43,-36,0
666150,Dominic Fletcher,2024,11,29,20,47,27,90
642086,Dominic Smith,2021,78,72,75,83,8,93
642086,Dominic Smith,2023,74,66,70,56,-14,31
642086,Dominic Smith,2024,61,95,78,59,-19,76
456781,Donovan Solano,2021,85,71,78,79,1,77
456781,Donovan Solano,2022,90,28,59,82,23,90
456781,Donovan Solano,2023,84,27,55,93,38,100
456781,Donovan Solano,2024,90,44,67,82,15,89
671221,Drew Waters,2023,98,88,93,88,-5,78
596105,Dwight Smith,2019,11,25,18,3,-15,14
666185,Dylan Carlson,2021,95,74,84,85,1,50
666185,Dylan Carlson,2022,97,88,92,36,-56,8
666185,Dylan Carlson,2023,96,19,57,41,-16,20
666185,Dylan Carlson,2024,95,61,78,22,-56,18
664238,Dylan Moore,2021,78,84,81,34,-47,1
664238,Dylan Moore,2024,57,87,72,31,-41,68
592696,Eddie Rosario,2019,15,96,55,53,-2,49
592696,Eddie Rosario,2021,25,86,56,56,0,36
592696,Eddie Rosario,2022,21,97,59,27,-32,55
592696,Eddie Rosario,2023,31,69,50,78,28,70
592696,Eddie Rosario,2024,23,83,53,18,-35,33
624641,Edmundo Sosa,2021,80,10,45,24,-21,8
624641,Edmundo Sosa,2023,75,38,57,49,-8,57
624641,Edmundo Sosa,2024,60,9,34,23,-11,36
666397,Edouard Julien,2023,98,31,65,99,34,94
666397,Edouard Julien,2024,99,94,96,80,-16,99
500871,Eduardo Escobar,2019,64,100,82,71,-11,96
500871,Eduardo Escobar,2021,52,89,71,65,-6,44
500871,Eduardo Escobar,2022,62,90,76,78,2,98
500871,Eduardo Escobar,2023,52,79,66,17,-49,14
658668,Edward Olivares,2023,8,23,15,49,34,23
658668,Edward Olivares,2024,23,4,14,40,26,31
429665,Edwin Encarnación,2019,44,79,62,55,-7,15
660707,Elehuris Montero,2023,92,65,79,13,-66,5
660707,Elehuris Montero,2024,75,58,67,0,-67,3
553869,Elías Díaz,2019,10,8,9,0,-9,3
553869,Elías Díaz,2021,21,47,34,16,-18,23
553869,Elías Díaz,2022,35,49,42,4,-38,34
553869,Elías Díaz,2023,38,4,21,12,-9,74
553869,Elías Díaz,2024,21,1,11,4,-7,34
682829,Elly De La Cruz,2023,78,5,42,6,-36,38
682829,Elly De La Cruz,2024,75,29,52,60,8,93
650391,Eloy Jiménez,2019,25,49,37,64,27,68
650391,Eloy Jiménez,2021,30,24,27,44,17,78
650391,Eloy Jiménez,2022,27,51,39,69,30,97
650391,Eloy Jiménez,2023,6,8,7,2,-5,24
650391,Eloy Jiménez,2024,9,1,5,2,-3,58
462101,Elvis Andrus,2019,42,11,27,26,-1,74
462101,Elvis Andrus,2021,31,18,25,42,17,25
462101,Elvis Andrus,2022,25,21,23,22,-1,54
462101,Elvis Andrus,2023,24,12,18,3,-15,56
656896,Emmanuel Rivera,2022,78,54,66,60,-6,30
656896,Emmanuel Rivera,2023,79,59,69,39,-30,66
656896,Emmanuel Rivera,2024,63,16,40,66,26,99
665839,Enmanuel Valdez,2024,28,88,58,57,-1,79
571771,Enrique Hernández,2019,34,59,47,12,-35,51
571771,Enrique Hernández,2021,18,78,48,59,11,68
571771,Enrique Hernández,2022,17,44,31,8,-23,35
571771,Enrique Hernández,2023,13,66,39,9,-30,53
571771,Enrique Hernández,2024,20,58,39,13,-26,96
606992,Eric Haase,2021,42,88,65,69,4,49
606992,Eric Haase,2022,28,30,29,62,33,64
606992,Eric Haase,2023,13,22,18,19,1,28
543333,Eric Hosmer,2019,12,3,7,18,11,81
543333,Eric Hosmer,2021,13,1,7,12,5,58
543333,Eric Hosmer,2022,3,1,2,4,2,78
519299,Eric Sogard,2019,37,36,36,78,42,48
519346,Eric Thames,2019,72,95,83,83,0,18
570481,Erik González,2021,25,1,13,7,-6,90
676391,Ernie Clement,2024,77,85,81,44,-37,22
665923,Esteury Ruiz,2023,76,40,58,18,-40,6
553993,Eugenio Suárez,2019,91,78,84,92,8,58
553993,Eugenio Suárez,2021,93,81,87,72,-15,32
553993,Eugenio Suárez,2022,91,95,93,96,3,90
553993,Eugenio Suárez,2023,93,91,92,86,-6,71
553993,Eugenio Suárez,2024,96,95,95,87,-8,56
694497,Evan Carter,2024,13,68,40,19,-21,22
446334,Evan Longoria,2019,82,77,79,87,8,86
446334,Evan Longoria,2021,71,46,59,91,32,91
446334,Evan Longoria,2022,83,90,87,91,4,21
677649,Ezequiel Duran,2022,3,1,2,2,0,1
677649,Ezequiel Duran,2023,19,35,27,38,11,55
677649,Ezequiel Duran,2024,10,30,20,1,-19,5
678662,Ezequiel Tovar,2023,91,49,70,60,-10,72
678662,Ezequiel Tovar,2024,85,86,86,87,1,41
665487,Fernando Tatís,2019,32,66,49,68,19,14
665487,Fernando Tatís,2021,49,60,55,94,39,33
665487,Fernando Tatís,2023,43,25,34,75,41,75
665487,Fernando Tatís,2024,50,21,35,85,50,82
614173,Franchy Cordero,2022,96,63,79,45,-34,30
682626,Francisco Álvarez,2023,32,90,61,6,-55,11
682626,Francisco Álvarez,2024,10,3,6,4,-2,47
596019,Francisco Lindor,2019,16,34,25,6,-19,42
596019,Francisco Lindor,2021,38,48,43,45,2,28
596019,Francisco Lindor,2022,16,59,37,63,26,28
596019,Francisco Lindor,2023,46,86,66,48,-18,54
596019,Francisco Lindor,2024,66,79,72,95,23,62
642336,Francisco Mejía,2021,21,20,20,26,6,19
